,cod,message,coord,weather,base,main,visibility,wind,rain,clouds,dt,sys,timezone,id,name,snow
125,200,,"{'lon': 170.3133, 'lat': 69.7008}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': -7.41, 'feels_like': -7.41, 'temp_min': -7.41, 'temp_max': -7.41, 'pressure': 1015, 'humidity': 85, 'sea_level': 1015, 'grnd_level': 1009}",10000.0,"{'speed': 0.9, 'deg': 334, 'gust': 1.27}",,{'all': 63},1619230412.0,"{'country': 'RU', 'sunrise': 1619193171, 'sunset': 1619256042}",43200.0,2122090.0,Pevek,
126,200,,"{'lon': 4.0833, 'lat': 45.6667}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 5, 'feels_like': 3.99, 'temp_min': 5, 'temp_max': 5, 'pressure': 1021, 'humidity': 87}",10000.0,"{'speed': 1.47, 'deg': 189, 'gust': 1.65}",,{'all': 0},1619230413.0,"{'type': 1, 'id': 6508, 'country': 'FR', 'sunrise': 1619239334, 'sunset': 1619289660}",7200.0,2992889.0,Arrondissement de Montbrison,
127,200,,"{'lon': 17.2267, 'lat': 43.7181}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 2.38, 'feels_like': 2.38, 'temp_min': 0.56, 'temp_max': 6, 'pressure': 1019, 'humidity': 87}",10000.0,"{'speed': 1.03, 'deg': 0}",,{'all': 20},1619230413.0,"{'type': 1, 'id': 6905, 'country': 'BA', 'sunrise': 1619236412, 'sunset': 1619286273}",7200.0,3200930.0,Tomislavgrad,
128,200,,"{'lon': 20.0403, 'lat': -34.5322}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 7, 'feels_like': 7, 'temp_min': 7, 'temp_max': 7, 'pressure': 1015, 'humidity': 100}",10000.0,"{'speed': 0.65, 'deg': 305, 'gust': 0.65}",,{'all': 94},1619230413.0,"{'type': 1, 'id': 1966, 'country': 'ZA', 'sunrise': 1619240995, 'sunset': 1619280340}",7200.0,1015776.0,Bredasdorp,
129,404,city not found,,,,,,,,,,,,,,
130,200,,"{'lon': 115.3333, 'lat': -33.65}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 21.67, 'feels_like': 21.43, 'temp_min': 21.67, 'temp_max': 21.67, 'pressure': 1020, 'humidity': 59}",10000.0,"{'speed': 2.39, 'deg': 21, 'gust': 2.96}",,{'all': 31},1619230212.0,"{'type': 3, 'id': 2008303, 'country': 'AU', 'sunrise': 1619218044, 'sunset': 1619257556}",28800.0,2075265.0,Busselton,
131,200,,"{'lon': 169.8464, 'lat': -46.2817}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 13.89, 'feels_like': 13.11, 'temp_min': 13.89, 'temp_max': 13.89, 'pressure': 1006, 'humidity': 68}",10000.0,"{'speed': 1.34, 'deg': 90, 'gust': 2.24}",,{'all': 100},1619230414.0,"{'type': 3, 'id': 2000217, 'country': 'NZ', 'sunrise': 1619206107, 'sunset': 1619243330}",43200.0,2208248.0,Kaitangata,
132,200,,"{'lon': -35.4608, 'lat': -5.1989}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 25, 'feels_like': 26.01, 'temp_min': 25, 'temp_max': 25, 'pressure': 1012, 'humidity': 94}",10000.0,"{'speed': 2.06, 'deg': 160}",,{'all': 40},1619230415.0,"{'type': 1, 'id': 8452, 'country': 'BR', 'sunrise': 1619166072, 'sunset': 1619209121}",-10800.0,3386213.0,Touros,
133,200,,"{'lon': 49.3833, 'lat': -18.1667}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 23, 'feels_like': 23.97, 'temp_min': 23, 'temp_max': 23, 'pressure': 1015, 'humidity': 100}",10000.0,"{'speed': 4.63, 'deg': 230}",{'1h': 0.27},{'all': 75},1619230415.0,"{'type': 1, 'id': 2139, 'country': 'MG', 'sunrise': 1619232844, 'sunset': 1619274409}",10800.0,1053384.0,Toamasina,
134,200,,"{'lon': -17.0347, 'lat': 20.931}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 18, 'feels_like': 18.15, 'temp_min': 18, 'temp_max': 18, 'pressure': 1013, 'humidity': 88}",10000.0,"{'speed': 8.23, 'deg': 10}",,{'all': 0},1619230217.0,"{'type': 1, 'id': 2444, 'country': 'MR', 'sunrise': 1619246534, 'sunset': 1619292595}",0.0,2377457.0,Nouadhibou,
135,200,,"{'lon': -65.1023, 'lat': -43.3002}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 12.63, 'feels_like': 11.7, 'temp_min': 12.63, 'temp_max': 12.63, 'pressure': 1016, 'humidity': 67, 'sea_level': 1016, 'grnd_level': 1014}",10000.0,"{'speed': 7.3, 'deg': 229, 'gust': 11.95}",,{'all': 2},1619230415.0,"{'country': 'AR', 'sunrise': 1619175756, 'sunset': 1619213663}",-10800.0,3839307.0,Rawson,
136,200,,"{'lon': 128.7333, 'lat': -15.7667}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 30, 'feels_like': 28.35, 'temp_min': 30, 'temp_max': 30, 'pressure': 1015, 'humidity': 23}",10000.0,"{'speed': 7.2, 'deg': 110}",,{'all': 14},1619230136.0,"{'type': 1, 'id': 9587, 'country': 'AU', 'sunrise': 1619213655, 'sunset': 1619255513}",28800.0,2068110.0,Kununurra,
137,200,,"{'lon': -169.9187, 'lat': -19.0595}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 30, 'feels_like': 35.04, 'temp_min': 30, 'temp_max': 30, 'pressure': 1011, 'humidity': 70}",10000.0,"{'speed': 4.12, 'deg': 100}",,{'all': 32},1619230417.0,"{'type': 1, 'id': 7306, 'country': 'NU', 'sunrise': 1619199123, 'sunset': 1619240603}",-39600.0,4036284.0,Alofi,
138,200,,"{'lon': 122.298, 'lat': 29.9576}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 16.23, 'feels_like': 16.31, 'temp_min': 16.23, 'temp_max': 16.23, 'pressure': 1016, 'humidity': 92, 'sea_level': 1016, 'grnd_level': 1009}",10000.0,"{'speed': 2.66, 'deg': 78, 'gust': 4.03}",,{'all': 100},1619230181.0,"{'country': 'CN', 'sunrise': 1619212482, 'sunset': 1619259776}",28800.0,1795632.0,Shenjiamen,
139,200,,"{'lon': 92.4003, 'lat': 53.2831}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 2.76, 'feels_like': -0.21, 'temp_min': 2.76, 'temp_max': 2.76, 'pressure': 1031, 'humidity': 75, 'sea_level': 1031, 'grnd_level': 993}",10000.0,"{'speed': 3.03, 'deg': 253, 'gust': 3.54}",,{'all': 95},1619230418.0,"{'country': 'RU', 'sunrise': 1619217070, 'sunset': 1619269537}",25200.0,1485904.0,Yermakovskoye,
140,200,,"{'lon': -88.55, 'lat': 13.2833}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 28.59, 'feels_like': 30.09, 'temp_min': 27, 'temp_max': 30, 'pressure': 1009, 'humidity': 58}",10000.0,"{'speed': 1.03, 'deg': 240}",,{'all': 0},1619230419.0,"{'type': 1, 'id': 7206, 'country': 'SV', 'sunrise': 1619177795, 'sunset': 1619222878}",-21600.0,3584003.0,Puerto El Triunfo,
141,200,,"{'lon': 178.4167, 'lat': 69.3833}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': -1.47, 'feels_like': -4.8, 'temp_min': -1.47, 'temp_max': -1.47, 'pressure': 1017, 'humidity': 85, 'sea_level': 1017, 'grnd_level': 1016}",10000.0,"{'speed': 2.53, 'deg': 108, 'gust': 2.98}",,{'all': 96},1619230172.0,"{'country': 'RU', 'sunrise': 1619191431, 'sunset': 1619253893}",43200.0,2123814.0,Leningradskiy,
142,200,,"{'lon': 92.75, 'lat': 11.6667}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 29.19, 'feels_like': 31.04, 'temp_min': 29.19, 'temp_max': 29.19, 'pressure': 1011, 'humidity': 58, 'sea_level': 1011, 'grnd_level': 1010}",10000.0,"{'speed': 1.59, 'deg': 355, 'gust': 2.15}",,{'all': 100},1619230419.0,"{'country': 'IN', 'sunrise': 1619220763, 'sunset': 1619265676}",19800.0,1259385.0,Port Blair,
143,200,,"{'lon': 150.8552, 'lat': -34.5833}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 21.67, 'feels_like': 21.28, 'temp_min': 21.67, 'temp_max': 21.67, 'pressure': 1015, 'humidity': 53}",10000.0,"{'speed': 2.24, 'deg': 130, 'gust': 4.02}",,{'all': 100},1619230180.0,"{'type': 3, 'id': 2033627, 'country': 'AU', 'sunrise': 1619209586, 'sunset': 1619248965}",36000.0,6255012.0,Flinders,
144,200,,"{'lon': 147.3294, 'lat': -42.8794}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 14.89, 'feels_like': 13.69, 'temp_min': 14.44, 'temp_max': 16, 'pressure': 1013, 'humidity': 48}",10000.0,"{'speed': 7.2, 'deg': 310}",,{'all': 75},1619230420.0,"{'type': 1, 'id': 9545, 'country': 'AU', 'sunrise': 1619211159, 'sunset': 1619249084}",36000.0,2163355.0,Hobart,
145,200,,"{'lon': -94.1019, 'lat': 30.0861}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 23.09, 'feels_like': 23.91, 'temp_min': 22.22, 'temp_max': 24, 'pressure': 1006, 'humidity': 94}",10000.0,"{'speed': 5.14, 'deg': 180, 'gust': 8.75}",,{'all': 90},1619230420.0,"{'type': 1, 'id': 3476, 'country': 'US', 'sunrise': 1619178032, 'sunset': 1619225306}",-18000.0,4672989.0,Beaumont,
146,200,,"{'lon': 139.2667, 'lat': -35.1167}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 16.72, 'feels_like': 16.22, 'temp_min': 15, 'temp_max': 18.33, 'pressure': 1026, 'humidity': 68}",10000.0,"{'speed': 3.46, 'deg': 206, 'gust': 4.18}",,{'all': 77},1619230421.0,"{'type': 3, 'id': 2005401, 'country': 'AU', 'sunrise': 1619212411, 'sunset': 1619251702}",34200.0,2065176.0,Murray Bridge,
147,200,,"{'lon': 24.4336, 'lat': 0.8102}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 20.68, 'feels_like': 21.39, 'temp_min': 20.68, 'temp_max': 20.68, 'pressure': 1009, 'humidity': 99, 'sea_level': 1009, 'grnd_level': 958}",10000.0,"{'speed': 1.16, 'deg': 235, 'gust': 2.73}",,{'all': 99},1619230421.0,"{'country': 'CD', 'sunrise': 1619237764, 'sunset': 1619281462}",7200.0,203717.0,Yangambi,
148,404,city not found,,,,,,,,,,,,,,
149,200,,"{'lon': -40.2925, 'lat': -20.3297}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 24, 'feels_like': 24.49, 'temp_min': 24, 'temp_max': 24, 'pressure': 1015, 'humidity': 78}",10000.0,"{'speed': 2.06, 'deg': 230}",,{'all': 75},1619230422.0,"{'type': 1, 'id': 8474, 'country': 'BR', 'sunrise': 1619168081, 'sunset': 1619209431}",-10800.0,3445026.0,Vila Velha,
150,200,,"{'lon': 87.9833, 'lat': 65.8167}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': -0.82, 'feels_like': -6.9, 'temp_min': -0.82, 'temp_max': -0.82, 'pressure': 1034, 'humidity': 93, 'sea_level': 1034, 'grnd_level': 1028}",10000.0,"{'speed': 6.84, 'deg': 181, 'gust': 11.49}",,{'all': 19},1619230422.0,"{'country': 'RU', 'sunrise': 1619214849, 'sunset': 1619273877}",25200.0,1488903.0,Turukhansk,
151,200,,"{'lon': 57.7575, 'lat': -20.3428}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 25.26, 'feels_like': 26.17, 'temp_min': 24.44, 'temp_max': 26, 'pressure': 1015, 'humidity': 89}",10000.0,"{'speed': 5.14, 'deg': 140}",{'1h': 0.15},{'all': 40},1619230211.0,"{'type': 1, 'id': 2061, 'country': 'MU', 'sunrise': 1619230965, 'sunset': 1619272268}",14400.0,1106677.0,Bambous Virieux,
152,200,,"{'lon': 167.6833, 'lat': -46.1333}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 9.44, 'feels_like': 9.44, 'temp_min': 9.44, 'temp_max': 9.44, 'pressure': 1009, 'humidity': 89}",10000.0,"{'speed': 0.45, 'deg': 232, 'gust': 2.24}",,{'all': 72},1619230423.0,"{'type': 3, 'id': 2008959, 'country': 'NZ', 'sunrise': 1619206610, 'sunset': 1619243865}",43200.0,2180815.0,Tuatapere,
153,200,,"{'lon': 139.5, 'lat': -20.7333}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 29, 'feels_like': 27.76, 'temp_min': 29, 'temp_max': 29, 'pressure': 1018, 'humidity': 28}",10000.0,"{'speed': 6.17, 'deg': 160}",,{'all': 22},1619230423.0,"{'type': 1, 'id': 9495, 'country': 'AU', 'sunrise': 1619211366, 'sunset': 1619252635}",36000.0,2065594.0,Mount Isa,
154,404,city not found,,,,,,,,,,,,,,
155,200,,"{'lon': -56.1381, 'lat': -21.4803}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 23.23, 'feels_like': 22.89, 'temp_min': 23.23, 'temp_max': 23.23, 'pressure': 1011, 'humidity': 49, 'sea_level': 1011, 'grnd_level': 982}",10000.0,"{'speed': 1.75, 'deg': 95, 'gust': 1.75}",,{'all': 51},1619230424.0,"{'country': 'BR', 'sunrise': 1619171955, 'sunset': 1619213162}",-14400.0,3460087.0,Jardim,
156,200,,"{'lon': -74.4115, 'lat': 40.5793}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 12.71, 'feels_like': 10.77, 'temp_min': 10.56, 'temp_max': 14, 'pressure': 1015, 'humidity': 28}",10000.0,"{'speed': 2.57, 'deg': 270}",,{'all': 1},1619230424.0,"{'type': 1, 'id': 4686, 'country': 'US', 'sunrise': 1619172405, 'sunset': 1619221482}",-14400.0,5104844.0,South Plainfield,
157,200,,"{'lon': -117.7357, 'lat': 40.973}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 19, 'feels_like': 17.14, 'temp_min': 19, 'temp_max': 19, 'pressure': 1010, 'humidity': 7}",10000.0,"{'speed': 2.06, 'deg': 220}",,{'all': 1},1619230281.0,"{'type': 1, 'id': 6249, 'country': 'US', 'sunrise': 1619182753, 'sunset': 1619231927}",-25200.0,5710360.0,Winnemucca,
158,200,,"{'lon': -69.2181, 'lat': -51.6226}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 10, 'feels_like': 9.14, 'temp_min': 10, 'temp_max': 10, 'pressure': 1012, 'humidity': 71}",10000.0,"{'speed': 2.06, 'deg': 90}",,{'all': 90},1619230425.0,"{'type': 1, 'id': 8293, 'country': 'AR', 'sunrise': 1619177712, 'sunset': 1619213683}",-10800.0,3838859.0,Río Gallegos,
159,200,,"{'lon': 24.7314, 'lat': -34.0033}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 15, 'feels_like': 14.98, 'temp_min': 15, 'temp_max': 15, 'pressure': 1015, 'humidity': 93}",10000.0,"{'speed': 0.45, 'deg': 159, 'gust': 1.79}",,{'all': 93},1619230274.0,"{'type': 3, 'id': 2035063, 'country': 'ZA', 'sunrise': 1619239827, 'sunset': 1619279257}",7200.0,986717.0,Kruisfontein,
160,200,,"{'lon': 113.6333, 'lat': -24.8667}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 28, 'feels_like': 27.19, 'temp_min': 28, 'temp_max': 28, 'pressure': 1017, 'humidity': 32}",10000.0,"{'speed': 2.57, 'deg': 120}",,{'all': 2},1619230263.0,"{'type': 1, 'id': 9505, 'country': 'AU', 'sunrise': 1619217836, 'sunset': 1619258580}",28800.0,2074865.0,Carnarvon,
161,200,,"{'lon': 40.6453, 'lat': 10.1664}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 26.21, 'feels_like': 26.21, 'temp_min': 26.21, 'temp_max': 26.21, 'pressure': 1008, 'humidity': 53, 'sea_level': 1008, 'grnd_level': 940}",10000.0,"{'speed': 2.2, 'deg': 12, 'gust': 3.96}",,{'all': 38},1619230384.0,"{'country': 'ET', 'sunrise': 1619233350, 'sunset': 1619278096}",10800.0,336745.0,Gewanē,
162,200,,"{'lon': 42.4509, 'lat': 18.3851}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 16.48, 'feels_like': 15.52, 'temp_min': 16, 'temp_max': 17, 'pressure': 1022, 'humidity': 51}",10000.0,"{'speed': 0.85, 'deg': 89, 'gust': 1.13}",,{'all': 0},1619230392.0,"{'type': 1, 'id': 7396, 'country': 'SA', 'sunrise': 1619232426, 'sunset': 1619278153}",10800.0,110690.0,Faya,
163,404,city not found,,,,,,,,,,,,,,
164,200,,"{'lon': 25.85, 'lat': -9.2}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 20.3, 'feels_like': 20.66, 'temp_min': 20.3, 'temp_max': 20.3, 'pressure': 1009, 'humidity': 87, 'sea_level': 1009, 'grnd_level': 942}",10000.0,"{'speed': 0.72, 'deg': 206, 'gust': 0.87}",,{'all': 17},1619230426.0,"{'country': 'CD', 'sunrise': 1619237977, 'sunset': 1619280570}",7200.0,217834.0,Bukama,
165,200,,"{'lon': 30.3911, 'lat': -5.1036}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 17.55, 'feels_like': 17.84, 'temp_min': 17.55, 'temp_max': 17.55, 'pressure': 1011, 'humidity': 95, 'sea_level': 1011, 'grnd_level': 901}",10000.0,"{'speed': 0.72, 'deg': 93, 'gust': 1.11}",,{'all': 100},1619230427.0,"{'country': 'TZ', 'sunrise': 1619236660, 'sunset': 1619279708}",10800.0,149050.0,Uvinza,
166,200,,"{'lon': -131.6461, 'lat': 55.3422}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 13, 'feels_like': 11.35, 'temp_min': 13, 'temp_max': 13, 'pressure': 1011, 'humidity': 38}",10000.0,"{'speed': 2.57, 'deg': 140}",,{'all': 1},1619230427.0,"{'type': 1, 'id': 7741, 'country': 'US', 'sunrise': 1619184122, 'sunset': 1619237235}",-28800.0,5554428.0,Ketchikan,
167,404,city not found,,,,,,,,,,,,,,
168,200,,"{'lon': -56.1549, 'lat': 72.7868}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,"{'temp': -2.25, 'feels_like': -5.37, 'temp_min': -2.25, 'temp_max': -2.25, 'pressure': 1018, 'humidity': 86, 'sea_level': 1018, 'grnd_level': 1018}",6879.0,"{'speed': 2.23, 'deg': 102, 'gust': 2.12}",,{'all': 100},1619230428.0,"{'country': 'GL', 'sunrise': 1619244729, 'sunset': 1619313176}",-7200.0,3418910.0,Upernavik,{'1h': 0.12}
169,200,,"{'lon': -57.5575, 'lat': -38.0023}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 17.95, 'feels_like': 17.68, 'temp_min': 17.22, 'temp_max': 19, 'pressure': 1013, 'humidity': 72}",10000.0,"{'speed': 3.09, 'deg': 270}",{'1h': 1},{'all': 90},1619230230.0,"{'type': 1, 'id': 8305, 'country': 'AR', 'sunrise': 1619173461, 'sunset': 1619212337}",-10800.0,3430863.0,Mar del Plata,
170,200,,"{'lon': 9.9167, 'lat': 2.95}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,"{'temp': 26.04, 'feels_like': 26.04, 'temp_min': 26.04, 'temp_max': 26.04, 'pressure': 1008, 'humidity': 86, 'sea_level': 1008, 'grnd_level': 1006}",4892.0,"{'speed': 2.29, 'deg': 205, 'gust': 3.25}",{'1h': 3.86},{'all': 100},1619230428.0,"{'country': 'CM', 'sunrise': 1619241130, 'sunset': 1619285064}",3600.0,2229761.0,Kribi,
171,200,,"{'lon': 102.5, 'lat': 71.9667}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 0.7, 'feels_like': -5.7, 'temp_min': 0.7, 'temp_max': 0.7, 'pressure': 1017, 'humidity': 96, 'sea_level': 1017, 'grnd_level': 1014}",10000.0,"{'speed': 8.78, 'deg': 258, 'gust': 15.16}",,{'all': 100},1619230429.0,"{'country': 'RU', 'sunrise': 1619207660, 'sunset': 1619274099}",25200.0,2022572.0,Khatanga,
172,404,city not found,,,,,,,,,,,,,,
173,200,,"{'lon': -73.414, 'lat': 41.3712}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 9.64, 'feels_like': 8.35, 'temp_min': 7, 'temp_max': 12, 'pressure': 1014, 'humidity': 53}",10000.0,"{'speed': 2.57, 'deg': 240}",,{'all': 1},1619230236.0,"{'type': 1, 'id': 3888, 'country': 'US', 'sunrise': 1619172086, 'sunset': 1619221323}",-14400.0,5282297.0,Bethel,
174,200,,"{'lon': 97.2, 'lat': 40.2833}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 6.85, 'feels_like': 6.85, 'temp_min': 6.85, 'temp_max': 6.85, 'pressure': 1023, 'humidity': 59, 'sea_level': 1023, 'grnd_level': 859}",10000.0,"{'speed': 0.27, 'deg': 89, 'gust': 1.08}",,{'all': 95},1619230430.0,"{'country': 'CN', 'sunrise': 1619217604, 'sunset': 1619266699}",28800.0,1528998.0,Yumen,
175,200,,"{'lon': 31.5825, 'lat': 4.8517}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 21.69, 'feels_like': 22.13, 'temp_min': 21.69, 'temp_max': 21.69, 'pressure': 1007, 'humidity': 85, 'sea_level': 1007, 'grnd_level': 949}",10000.0,"{'speed': 2.12, 'deg': 181, 'gust': 6.9}",,{'all': 89},1619230430.0,"{'country': 'SS', 'sunrise': 1619235825, 'sunset': 1619279970}",7200.0,373303.0,Juba,
176,200,,"{'lon': -113.5841, 'lat': 37.1041}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 24.28, 'feels_like': 23.02, 'temp_min': 23.33, 'temp_max': 25, 'pressure': 1009, 'humidity': 10}",10000.0,"{'speed': 5.14, 'deg': 250}",,{'all': 1},1619230134.0,"{'type': 1, 'id': 5832, 'country': 'US', 'sunrise': 1619182127, 'sunset': 1619230561}",-21600.0,5546220.0,Saint George,
177,200,,"{'lon': -77.0282, 'lat': -12.0432}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 18.55, 'feels_like': 18.6, 'temp_min': 18.33, 'temp_max': 19, 'pressure': 1014, 'humidity': 82}",10000.0,"{'speed': 4.63, 'deg': 160}",,{'all': 0},1619230221.0,"{'type': 1, 'id': 8682, 'country': 'PE', 'sunrise': 1619176422, 'sunset': 1619218721}",-18000.0,3936456.0,Lima,
178,200,,"{'lon': 64.3814, 'lat': 39.9343}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 14, 'feels_like': 12.79, 'temp_min': 14, 'temp_max': 14, 'pressure': 1018, 'humidity': 51}",10000.0,"{'speed': 3.09, 'deg': 110}",,{'all': 0},1619230431.0,"{'type': 1, 'id': 9009, 'country': 'UZ', 'sunrise': 1619225508, 'sunset': 1619274546}",18000.0,1217662.0,Romitan,
179,200,,"{'lon': 95.5, 'lat': 18.4833}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 30.85, 'feels_like': 33.83, 'temp_min': 30.85, 'temp_max': 30.85, 'pressure': 1008, 'humidity': 57, 'sea_level': 1008, 'grnd_level': 1004}",10000.0,"{'speed': 3.15, 'deg': 150, 'gust': 2.88}",,{'all': 13},1619230431.0,"{'country': 'MM', 'sunrise': 1619219694, 'sunset': 1619265425}",23400.0,1300969.0,Paungde,
180,200,,"{'lon': -72.0147, 'lat': -17.0231}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 19.01, 'feels_like': 19.13, 'temp_min': 19.01, 'temp_max': 19.01, 'pressure': 1016, 'humidity': 83, 'sea_level': 1016, 'grnd_level': 1010}",10000.0,"{'speed': 3.09, 'deg': 126, 'gust': 3.19}",,{'all': 46},1619230432.0,"{'country': 'PE', 'sunrise': 1619175502, 'sunset': 1619217235}",-18000.0,3934707.0,Mollendo,
181,200,,"{'lon': 128.8694, 'lat': 71.6872}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': -8.42, 'feels_like': -16.31, 'temp_min': -8.42, 'temp_max': -8.42, 'pressure': 1015, 'humidity': 81, 'sea_level': 1015, 'grnd_level': 1010}",10000.0,"{'speed': 6.27, 'deg': 219, 'gust': 13.25}",,{'all': 100},1619230432.0,"{'country': 'RU', 'sunrise': 1619201609, 'sunset': 1619267495}",32400.0,2015306.0,Tiksi,
182,404,city not found,,,,,,,,,,,,,,
183,200,,"{'lon': 102.1739, 'lat': 38.4953}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 7.61, 'feels_like': 6.57, 'temp_min': 7.61, 'temp_max': 7.61, 'pressure': 1023, 'humidity': 62, 'sea_level': 1023, 'grnd_level': 849}",10000.0,"{'speed': 1.83, 'deg': 338, 'gust': 3.8}",,{'all': 100},1619230432.0,"{'country': 'CN', 'sunrise': 1619216586, 'sunset': 1619265330}",28800.0,1805733.0,Jinchang,
184,200,,"{'lon': 47.6, 'lat': -23.35}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 20.92, 'feels_like': 21.44, 'temp_min': 20.92, 'temp_max': 20.92, 'pressure': 1018, 'humidity': 91, 'sea_level': 1018, 'grnd_level': 1017}",10000.0,"{'speed': 1.5, 'deg': 204, 'gust': 1.92}",,{'all': 70},1619230433.0,"{'country': 'MG', 'sunrise': 1619233591, 'sunset': 1619274517}",10800.0,1054329.0,Vangaindrano,
